URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.cqdg.ferlab.bio/ValueSet/phenotype-codes,0.1.0,draft,,phenotype-codes,Phenotype Codes,"This value set includes all codes from Human Phenotype Ontology.",,"Other"
http://fhir.cqgc.ferlab.bio/ValueSet/age-at-onset,0.1.0,draft,,age-at-onset,Age at Onset Codes,"This value set includes age at onset codes from Human Phenotype Ontology.","StructureDefinition/age-at-onset","Other"
http://fhir.cqgc.ferlab.bio/ValueSet/analysis-request-code,0.1.0,draft,,analysis-request-code,Analysis request code ,"Codes of analysis request in our system","StructureDefinition/cqgc-analysis-request","Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/bioinfo-analysis-code,0.1.0,draft,,bioinfo-analysis-code,Bioinformatic analysis codes,"Bioinformatic analysis codes",,"Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/bmus-abnormalities,0.1.0,draft,,bmus-abnormalities,Muscle biopsy abnormalities,"Category of mucle biopsy abnormalities (HPO code)",,"Other"
http://fhir.cqgc.ferlab.bio/ValueSet/cgh-abnormalities,0.1.0,draft,,cgh-abnormalities,CGH abnormalities,"CGH abnormalities",,"Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/common-observation,0.1.0,draft,,common-observation,Set of observations that are common to all analyses,"Set of observations that are common to all analyses",,"Other"
http://fhir.cqgc.ferlab.bio/ValueSet/data-category,0.1.0,draft,,data-category,Data categories,"Data categories",,"Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/data-type,0.1.0,draft,,data-type,Data types,"Data types",,"Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/disease-status,0.1.0,draft,,disease-status,Disease status,"Disease status",,"Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/document-format,0.1.0,draft,,document-format,Document formats,"Document formats",,"Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/emg-abnormalities,0.1.0,draft,,emg-abnormalities,EMG abnormalities,"Category of EMG abnormalities (HPO code)",,"Other"
http://fhir.cqgc.ferlab.bio/ValueSet/experimental-strategy,0.1.0,draft,,experimental-strategy,Experimental strategies,"Experimental strategies","StructureDefinition/sequencing-experiment","Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/fmh-relationship,0.1.0,draft,,fmh-relationship,Family Member Relationship,"Values ​​assigned to relationship fields","StructureDefinition/cqgc-fmh","THO (V3),Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/genome-build,0.1.0,draft,,genome-build,Genome build,"Genome build","StructureDefinition/workflow","Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/mitn-default-exam,0.1.0,draft,,mitn-default-exam,Nuclear Mitochondriopathies default para-clinic exams,"Nuclear Mitochondriopathies default para-clinic exams",,"Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/mitn-default-hpo,0.1.0,draft,,mitn-default-hpo,Nuclear Mitochondriopathies default clinical signs (HPO code),"Category of Nuclear Mitochondriopathies default clinical signs (HPO code)",,"Other"
http://fhir.cqgc.ferlab.bio/ValueSet/mmg-default-exam,0.1.0,draft,,mmg-default-exam,Muscle disease  default para-clinic exams,"Muscle disease  default para-clinic exams",,"Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/mmg-default-hpo,0.1.0,draft,,mmg-default-hpo,Muscle disease  default clinical signs (HPO code),"Muscle disease  default clinical signs (HPO code)",,"Other"
http://fhir.cqgc.ferlab.bio/ValueSet/observation-code,0.1.0,draft,,observation-code,observation code,"Codes of observations in our system","StructureDefinition/cqgc-observation","Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/organization-type,0.1.0,draft,,organization-type,Organization type,"Types of organization","StructureDefinition/cqgc-organization","Internal,THO"
http://fhir.cqgc.ferlab.bio/ValueSet/qc-ethnicity,0.1.0,draft,,qc-ethnicity,Qc ethnicity,"Classification og people living in Quebec in a named category of humans sharing a common history, geographic origin or nationality. The ethnic codes used to represent these concepts are based on a list provided by the genomic sequencing center",,"Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/rgdi-default-exam,0.1.0,draft,,rgdi-default-exam,Global developmental Delay / intellectual deficiency default para-clinical exams,"Global developmental Delay / intellectual deficiency default para-clinical exams",,"Other"
http://fhir.cqgc.ferlab.bio/ValueSet/rgdi-default-hpo,0.1.0,draft,,rgdi-default-hpo,Global developmental Delay / intellectual deficiency default clinical signs (HPO code),"Global developmental Delay / intellectual deficiency default clinical signs (HPO code)",,"Other"
http://fhir.cqgc.ferlab.bio/ValueSet/sequencing-request-code,0.1.0,draft,,sequencing-request-codes,Sequencing request codes ,"Sequencing request codes","StructureDefinition/cqgc-sequencing-request","Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/specimen-type,0.1.0,draft,,specimen-type,Specimen types,"Specimen types","StructureDefinition/specimen-type","Internal"
http://fhir.cqgc.ferlab.bio/ValueSet/variant-type,0.1.0,draft,,variant-type,Variant types,"Variant types",,"Internal"
http://terminology.hl7.org/ValueSet/v3-FamilyMember,2.0.0,active,"2.16.840.1.113883.1.11.19579",FamilyMember,FamilyMember,"A relationship between two people characterizing their ""familial"" relationship","StructureDefinition/family-member,StructureDefinition/family-relation","THO (V3)"
